-229.07347106933594,18.458484649658203
-229.059326171875,17.45858383178711
-229.04519653320312,16.458683013916016
-229.0310516357422,15.458785057067871
-229.0169219970703,14.458884239196777
-229.00277709960938,13.458985328674316
-228.9886474609375,12.459084510803223
-228.97451782226562,11.459184646606445
-228.9603729248047,10.459284782409668
-228.94638061523438,9.451138496398926
-228.93399047851562,8.433714866638184
-228.92361450195312,7.4162678718566895
-228.91526794433594,6.398802757263184
-228.90896606445312,5.381321430206299
-228.9047088623047,4.36383056640625
-228.9024658203125,3.3463335037231445
-228.90225219726562,2.328834056854248
-228.90408325195312,1.3113360404968262
-228.90797424316406,0.2938428223133087
-228.9138641357422,-0.723639726638794
-228.92181396484375,-1.7411084175109863
-228.93177795410156,-2.758559226989746
-228.9438018798828,-3.775988817214966
-228.95779418945312,-4.792742729187012
-228.97251892089844,-5.792635917663574
-228.9872589111328,-6.7925214767456055
-229.00198364257812,-7.792414665222168
-229.01670837402344,-8.79230785369873
-229.0314483642578,-9.792201042175293
-229.04617309570312,-10.792086601257324
-229.06089782714844,-11.791979789733887
-229.0756378173828,-12.79187297821045
-229.09036254882812,-13.791766166687012
-229.10508728027344,-14.791659355163574
-229.1198272705078,-15.791544914245605
-229.13455200195312,-16.791439056396484
-229.14927673339844,-17.791332244873047
-229.1640167236328,-18.79122543334961
-229.17874145507812,-19.791118621826172
-229.19346618652344,-20.791004180908203
-229.2082061767578,-21.790897369384766
-229.22293090820312,-22.790790557861328
-229.23765563964844,-23.79068374633789
-229.2523956298828,-24.790569305419922
-229.26712036132812,-25.790462493896484
-229.28184509277344,-26.790355682373047
-229.2965850830078,-27.79024887084961
-229.31130981445312,-28.790142059326172
-229.32603454589844,-29.790027618408203
-229.3407745361328,-30.789920806884766
-229.35549926757812,-31.789813995361328
-229.37022399902344,-32.78970718383789
-229.3849639892578,-33.78959274291992
-229.39968872070312,-34.789485931396484
-229.41441345214844,-35.78937911987305
-229.4291534423828,-36.78927230834961
-229.44387817382812,-37.789161682128906
-229.45860290527344,-38.78905487060547
-229.4733428955078,-39.788944244384766
-229.48806762695312,-40.78883743286133
-229.50279235839844,-41.788726806640625
-229.5175323486328,-42.78861999511719
-229.53225708007812,-43.788509368896484
-229.54698181152344,-44.78840255737305
-229.5617218017578,-45.78829574584961
-229.57644653320312,-46.788185119628906
-229.59117126464844,-47.78807830810547
-229.6059112548828,-48.787967681884766
-229.62063598632812,-49.78786087036133
-229.63536071777344,-50.787750244140625
-229.6501007080078,-51.78764343261719
-229.66482543945312,-52.78753662109375
-229.67955017089844,-53.78742599487305
-229.6942901611328,-54.78731918334961
-229.70901489257812,-55.787208557128906
-229.72373962402344,-56.78710174560547
-229.7384796142578,-57.786991119384766
-229.75320434570312,-58.78688430786133
-229.76792907714844,-59.786773681640625
-229.7826690673828,-60.78666687011719
-229.79739379882812,-61.78656005859375
-229.81211853027344,-62.78644943237305
-229.8268585205078,-63.78634262084961
-229.84158325195312,-64.7862319946289
-229.85630798339844,-65.78612518310547
-229.8710479736328,-66.7860107421875
-229.88577270507812,-67.78590393066406
-229.90049743652344,-68.78579711914062
-229.9152374267578,-69.78568267822266
-229.92996215820312,-70.78557586669922
-229.94468688964844,-71.78546905517578
-229.9594268798828,-72.78536224365234
-229.97415161132812,-73.7852554321289
-229.98887634277344,-74.78514862060547
-230.0036163330078,-75.7850341796875
-230.01834106445312,-76.78492736816406
-230.03306579589844,-77.78482055664062
-230.0478057861328,-78.78470611572266
-230.06253051757812,-79.78459930419922
-230.07725524902344,-80.78449249267578
-230.0919952392578,-81.78438568115234
-230.10671997070312,-82.7842788696289
-230.12144470214844,-83.78417205810547
-230.1361846923828,-84.7840576171875
-230.15090942382812,-85.78395080566406
-230.16563415527344,-86.78384399414062
-230.1803741455078,-87.78372955322266
-230.19509887695312,-88.78362274169922
-230.20982360839844,-89.78351593017578
-230.2245635986328,-90.78340911865234
-230.23928833007812,-91.7833023071289
-230.25401306152344,-92.78318786621094
-230.2687530517578,-93.7830810546875
